,sub_ingredients_id,sub_ingredients_text,id_ingredient,O_EAN13
1765,,,en:turkey-breast,1
1766,,,en:tomato-pulp,1
1767,,,en:textured-wheat-protein,1
1768,,,en:starch,1
1769,,,en:smoked-salmon,1
1770,,,en:slippery-jack,1
1771,,,en:skipjack-tuna,1
1772,,,en:sesame-paste,1
1773,,,en:potato-powder,1
1774,,,en:penne,1
1775,,,en:pea,1
1776,,,en:orange,1
1777,,,en:onion,1
1778,,,en:oil,1
1779,,,en:non-hydrogenated-vegetable-oils,1
1780,,,en:mustard-seed,1
1781,,boeuf cuit,en:crushed-tomato,1
1782,,tomat$ Vierge effa,fr:fromages râpé Yh Padano,1
1783,de:Sesammus,Sesammus,de:Tahin,1
1784,en:black-olive,olives noires,en:black-olives-oil,1
1785,en:bone,os,fr:fond de veau lié,1
1786,en:bone,o,en:vegetable-concentrate,1
1787,en:boletus-edulis,boletus edulis,en:cep,1
1788,en:boletus-edulis,Boletus edulis,en:cep,1
1789,en:black-pepper,poivre noir,en:spice,1
1790,en:black-pepper,poivre noir,en:pepper,1
1791,en:black-pepper,black pepper,en:spice,1
1792,en:black-olive,olives noires,fr:olives noires à la grecque,1
1793,en:black-olive,olives noires,fr:olives noires à la Grecque entière,1
1794,en:black-olive,olives noires,fr:olives noires façon grecque,1
1795,en:black-olive,olives noires,fr:Tapenade noire,1
1796,en:black-olive,olives noires,fr:TAPENADE D'OLIVES NOIRES Irgrédients,1
1797,en:black-olive,olives noires,fr:Olives noires à la grecque entières et pasteurisées,1
1798,en:black-olive,olive noire,en:black-olive,1
1799,de:Weingeistessig,Weingeistessig,de:Österreich,1
1800,en:bell-pepper,poivron,en:colour,1
1801,en:bell-pepper,paprika,fr:épices tikka,1
1802,en:bell-pepper,paprika,fr:mélange d'épices curry fort,1
1803,en:bell-pepper,paprika,en:herbs-and-spices,1
1804,en:bell-pepper,dont poivron,en:paprika-paste,1
1805,en:bell-pepper,dont paprika,fr:épices Ras-El-Hanout,1
1806,en:beef-tongue,langue de bœuf,fr:Langue de bœuf sauce piquante,1
1807,en:beef-meat,viande de bœuf,fr:preparation-de-viande-de-boeuf-cuite,1
1808,en:beef-meat,Viande de bœuf,en:filling,1
1809,en:beef-meat,Viande bovine,en:filling,1
1810,en:beef-meat,,fr:assaisonnée,1
1811,en:beef,bœuf,fr:viande 17‚,1
1812,en:beef,bœuf,en:meatball,1
1813,en:bread-crumbs,Chapelure,fr:Ingrédients de la préparation déshydratée,1
1814,en:bread-crumbs,chapelure,en:bread-crumbs,1
1815,en:bread-crumbs,chapelure,en:filling,1
1816,en:broad-bean,fêves,fr:burger aux haricots,1
1817,en:celery,_céleri_,en:herbs-and-spices,1
1818,en:celery,_céleri_,en:flavouring,1
1819,en:celery,Sellerie,en:flavouring,1
1820,en:celery,CÉLERI,en:flavouring,1
1821,en:cayenne-pepper,dont piment de cayenne,en:spice,1
1822,en:cayenne-pepper,dont piment de Cayenne,en:spice,1
1823,en:cauliflower,chou-fleur,fr:boulettes au chou-fleur et au boulgour,1
1824,en:carrot'},variable proportion,en:vegetable,1
1825,en:carrot,carottes,fr:LoQUTHES,1
1826,en:carrot,carottes,en:vegetable-fiber,1
1827,en:carrot,carotte,fr:mirepoix,1
1828,en:carrot,carotte,fr:légumes variés,1
1829,en:carrot,carotte,fr:Légumes' 4,1
1830,en:carrot,carotte,en:vegetable-broth,1
1831,en:carrot,carotte,en:poultry-broth,1
1832,en:carrot,carota,it:Concentrato di vegetali e di frutta,1
1833,en:carrot,carota,en:concentrate,1
1834,en:carrot,,fr:farce des ravioli,1
1835,en:cardamom,cardamome,fr:poudre de curry massaman,1
1836,en:caraway,Kümmel,en:spice,1
1837,en:caramelised-sugar,sucre caramélisé,en:caramelised-sugar,1
1838,en:capers,câpres,fr:huile d'olive vierge câpres,1
1839,en:capers,capres,en:capers,1
1840,en:cantharellus-cibarius,Cantharellus cibarius,en:golden-chanterelle,1
1841,en:cancer-pagurus,Cancer pagurus,fr:CRABE-TOURTEAU,1
1842,en:cancer-pagurus,Cancer pagurus,fr:CRABE tourteau pasteurisé,1
1843,en:brown-flax-seeds,lin brun,en:seed,1
1844,en:beef,Bœuf,en:meat,1
1845,en:basil,dont basilic,en:herbs-and-spices,1
1846,en:basil,basilic,fr:œufs 9‚396' préparation au basilic,1
1847,en:anchovy,_anchois_,en:fish-sauce,1
1848,en:anchovy,Anchois,fr:Allergènes,1
1849,en:almond,amandes,fr:farce d'amande,1
1850,en:alcohol,alcool,en:flavouring,1
1851,en:alaska-pollock,Theragra chalcogramma,fr:Portion de filets de colin d'Alaska,1
1852,en:alaska-pollock,Theragra chalcogramma,en:alaskan-pollock-fillet,1
1853,en:adelate re may contain traces of other shelled fruits,adelate re may contain traces of other shelled fruits,en:acidity-regulator,1
1854,en:acido asc6rbico,acido asc6rbico,en:iiduldante,1
1855,en:acidity-regulator,dont correcteur d'acidité,en:tomato-pulp,1
1856,en:acide citrique,acide citrique,en:acidifiant,1
1857,en:acide ascorbique,acide ascorbique,en:antioxydant,1
1858,en:acid,ACIDE,fr:SEL BASILIC ACIDIFIANT,1
1859,en:MB,MB,en:Contains Sustainable Palm Oil,1
1860,en:LAIT,LAIT,en:Grana Padano AOP,1
1861,en:Ifyou enjoyed this product,Ifyou enjoyed this product,en:GUARANTEE,1
1862,en:ITALIA INGREDIENTI,ITALIA INGREDIENTI,en:FUNGHIE PEPERONI GRIGLIATI,1
1863,en:FRUITS A COQUES,FRUITS A COQUES,en:LAT east Naix de Cajou,1
1864,en:Copper Chlorophyllin,Copper Chlorophyllin,en:colour,1
1865,en:Basilic,Basilic,en:Sans Gue lents,1
1866,en:Acide e Wan coudre,Acide e Wan coudre,en:Correcteur d'acidieé,1
1867,en:ARI Water,ARI Water,en:Spaghetti Hoops,1
1868,en:ACIDO CITRICO,ACIDO CITRICO,en:CORRETTORE DI ACIDITA,1
1869,en:471,471,en:emulsifier,1
1870,en:270,270,en:acidity-regulator,1
1871,en:202,202,en:preservative,1
1872,en:160b,160b,en:natural-colours,1
1873,de:pro 100 g Tomaten Ketchup,pro 100 g Tomaten Ketchup,en:tomato,1
1874,de:grüner Chili,grüner Chili,de:grüne Currypaste,1
1875,en:anchovy,_anchois_,en:anchovy,1
1876,en:anchovy,_anchois_,fr:Filets d'_anchois_ salés sans peau,1
1877,en:basil,basilic,fr:basilic préparé,1
1878,en:anchovy,_anchois_,fr:crème d'_anchois_,1
1879,en:basil,basilic,fr:Préparation au basilic,1
1880,en:basil,basilic,en:spice,1
1881,en:basil,basilic,en:herbes-de-provence,1
1882,en:barley-malt-vinegar,Gerstenmalzessig,de:Worcester-Sauce,1
1883,en:barley,from barley,en:malt-vinegar,1
1884,en:barley,from Barley,en:malt-vinegar,1
1885,en:barley,d'_orge_,fr:malt de vinaigre,1
1886,en:aubergine,aubergines frites,en:vegetable,1
1887,en:aubergine,aubergines,fr:purée d‘aubergines,1
1888,en:aubergine,aubergines,fr:aubergine pré frites,1
1889,en:aubergine,aubergines,fr:Bocal de caviar d'aubergine,1
1890,en:aubergine,aubergines,en:vegetable,1
1891,en:aubergine,,en:vegetable,1
1892,en:atlantic-salmon,saumon Atlantique,en:salmon,1
1893,en:atlantic-salmon,_saumon_ Atlantique,fr:saumon-cuit,1
1894,en:atlantic-salmon,_poisson_,en:smoked-atlantic-salmon,1
1895,en:atlantic-salmon,Salmo salar,fr:SAUMON Atlantique d'élevage,1
1896,en:atlantic-salmon,Salmo salar,en:salmon,1
1897,en:artichoke,artichauts,fr:lfi$édients,1
1898,en:artichoke,artichauts,fr:crème d'artichauts,1
1899,en:artichoke,artichauts,fr:A TARTINER ARTICHAUTS grédients,1
1900,en:artichoke,artichauts,en:artichoke,1
1901,en:armagnac,armagnac,en:armagnac,1
1902,en:anchovy,anchovies,en:anchovy-paste,1
1903,en:anchovy,anchois,fr:sauce di f)0isson,1
1904,en:anchovy,anchois,fr:farce d'anchois,1
1905,en:anchovy,anchois,fr:crème d'_anchois_,1
1906,en:e300,ACIDO ASCORBICO,it:CORRETTORE DI ACDTA ACIDO LATTICO ANTIOSSIDANTE,1
1907,en:e300,acide ? ascorbique,fr:ahtiòxydant,1
1908,en:e300,acide L-ascorbique,en:antioxidant,1
1909,en:milk,lait,fr:fromage Parmigiano reggiano,1
1910,en:milk-proteins,protéines de _lait_,en:salt,1
1911,en:milk-proteins,lactoprotéines,en:coconut-oil,1
1912,en:milk-powder,poudre de _LAIT_,en:flavouring,1
1913,en:milk'},lait,"fr:concentré de tomates 35,6 % fromage ricotta",1
1914,en:milk,leche,en:whey-powder,1
1915,en:milk,latte,it:Può contenere tracce di,1
1916,en:milk,latte,it:Parmigiano Reggiano DOP,1
1917,en:milk,latte,fr:fromage-rape,1
1918,en:milk,latte,en:natural-flavouring,1
1919,en:milk,latte,en:flavouring,1
1920,en:milk,lait'},fr:huile de tournesol froma ricofta,1
1921,en:milk,lait,fr:yaourt à la grecque,1
1922,en:milk,lait,fr:râpé,1
1923,en:milk,lait,fr:fromage Parmigiano Reggiano,1
1924,en:milk,lait,en:mascarpone,1
1925,en:milk,lait,fr:creme-fraiche-liquide,1
1926,en:milk,lait,fr:creme de Bresse ACP,1
1927,en:milk,lait,fr:concentré tomate de Provence de Bresse AOP,1
1928,en:milk,lait,fr:_Grana Padano DOP_ D,1
1929,en:milk,lait,fr:Traces éventuelles de,1
1930,en:milk,lait,fr:Parrrmyano Reggiano AOP,1
1931,en:milk,lait,fr:Padano AOP,1
1932,en:milk,lait,fr:Fabriqué dans un cteher Utiliscnt,1
1933,en:milk,lait,fr:Crème de Bresse AOP,1
1934,en:milk,lait,en:yogurt,1
1935,en:milk,lait,en:whey-permeate,1
1936,en:milk,lait,en:ricotta,1
1937,en:milk,lait,en:natural-extract,1
1938,en:modified-corn-starch,Modified Maize Starch,en:thickener,1
1939,en:modified-corn-starch,amidon modifie de maïs,en:thickener,1
1940,en:modified-corn-starch,amidon modifié de maïs,en:thickener,1
1941,en:mollusc,mollusque,en:scallop,1
1942,en:nut,fruits à coque,en:flavouring,1
1943,en:nut,fruit à coque,en:green-olives,1
1944,en:nut,fruit à coque,en:cashew-nuts,1
1945,en:nut,_fruits à coques_,en:cashew-nuts,1
1946,en:nut,_fruits à coque_,fr:farine de _noix de cajou_,1
1947,en:nut,_fruits à coque_,en:tree-nuts,1
1948,en:nut,_fruit à coques_,en:cashew-nuts,1
1949,en:nut,_fruit à coque_,en:cashew-nuts,1
1950,en:nut,_FRUITS À COQUE_,en:pistachio-nuts,1
1951,en:nut,_FRUITS À COQUE_,en:cashew-nuts,1
1952,en:nut,_FRUITS A COQUE_,en:cashew-nuts,1
1953,en:nut,FRUITS À COQUE,en:cashew-nuts,1
1954,en:nut,FRUITS A COQUE,fr:ANHYDRIDE Sulfureux noix de cajou,1
1955,en:nut,FRUITS A COQUE,en:cashew-nuts,1
1956,en:natural-lemon-flavouring,dont arômes naturels de citron,en:flavouring,1
1957,en:natural-flavouring,arôme naturel,en:flavouring-preparation,1
1958,en:mustard-seed,graines de moutarde,fr:purée de tomates}moutarde de Dijon,1
1959,en:mustard-seed,dont graine de moutarde,en:spice,1
1960,en:mustard,moutarde,en:spice,1
1961,,,en:aciditv regulator,1
1962,en:mussel,moule,fr:extrait-d-huitre,1
1963,en:mozzarella,mozzarella,fr:mozzarella fondue,1
1964,en:mozzarella,mozzarella,en:filling,1
1965,en:mozzarella,_Mozzarella_,en:filling,1
1966,en:moulu,moulu,en:poivre noir,1
1967,en:morels,cèpe,en:mushroom,1
1968,en:mollusc,mollusque,fr:moules du Pacifique cuites décoqliillées,1
1969,en:milk,lait,en:mozzarella,1
1970,en:milk,lait,en:hard-cheese,1
1971,en:lysozyme-from-eggs,lysozyme d'œuf,en:preservative,1
1972,en:milk,LAIT,en:single-cream,1
1973,en:milk,LAÎT,en:cheese,1
1974,en:milk,LAIT'},en:ricotta,1
1975,en:milk,LAIT,fr:yaourt maigre,1
1976,en:milk,LAIT,fr:maigreyaourt,1
1977,en:milk,LAIT,fr:luce Pesto au basilic sucre de canne NOIX DE CAJOU Fromage,1
1978,en:milk,LAIT,fr:fromage dur italien,1
1979,en:milk,LAIT,fr:fromage Gorgonzola AOP,1
1980,en:milk,LAIT,fr:e Pefit lait,1
1981,en:milk,LAIT,fr:creme-fraiche-liquide,1
1982,en:milk,LAIT,fr:Tomates rôties au four Fromage Parmigiano-Reggiano AOP,1
1983,en:milk,LAIT,fr:LAI IT écrémé en oudrej AOP III,1
1984,en:milk,LAIT,fr:FROMAGE dur italien,1
1985,en:milk,LAIT,en:yogurt,1
1986,en:milk,LAIT,en:ricotta,1
1987,en:milk,lait,en:goat-cheese,1
1988,en:milk,LAIT,en:preservative,1
1989,en:milk,LAIT,en:pecorino-romano,1
1990,en:milk,LAIT,en:milk-proteins,1
1991,en:milk,LAIT,en:cheese,1
1992,en:milk,LAIT,en:butter,1
1993,en:milk,,en:cheese,1
1994,en:melted-emmental-cheese,emmental fondu,en:filling,1
1995,en:mango,mangue,en:fruit,1
1996,en:maltodextrins,maltodextrines,fr:Ingrédients du produit déshydraté,1
1997,en:maltodextrins,maltodextrine,fr:fumet-de-poisson,1
1998,en:maltodextrins,maltodextrine,en:red-wine,1
1999,en:maltodextrins,maltodextrine,en:poultry-broth,1
2000,en:maltodextrins,Maltodextrine,fr:Ingrédients du produit déshydraté,1
2001,en:milk,LECHE,en:grana-padano,1
2002,en:milk,Lait,en:grana-padano-pdo-cheese,1
2003,en:milk,Lait,fr:Frem¤gePec0rin© Romano AOP,1
2004,en:milk,MELK,en:cheese,1
2005,en:milk,lait,en:emmental,1
2006,en:milk,lait,en:edam,1
2007,en:milk,lait,en:caseinate,1
2008,en:milk,lactosérum,en:ricotta,1
2009,en:milk,dont lait,en:natural-flavouring,1
2010,en:milk,dont _lait_,en:flavouring,1
2011,en:milk,_lait_,fr:huile de colza crème fraîche,1
2012,en:milk,_lait_,fr:fromage _Parmigiano Reggiano_,1
2013,en:milk,_lait_,fr:fromage Padano AOP,1
2014,en:milk,_lait_,fr:crème de terroir d'Échiré,1
2015,en:milk,_lait_,fr:beurre de Bresse AOP,1
2016,en:milk,_lait_,en:natural-flavouring,1
2017,en:milk,_lait_,en:mozzarella,1
2018,en:milk,_lait_,en:melted-cheese,1
2019,en:milk,_lait_,en:hard-cheese,1
2020,en:milk,_lait_,en:grana-padano,1
2021,en:milk,_lait_,en:fresh-cream,1
2022,en:milk,_lait_,en:edam,1
2023,en:milk,_Milk_,en:yogurt,1
2024,en:milk,_Milk_,en:Double Cream,1
2025,en:milk,_Milch_,en:whey-powder,1
2026,en:milk,_Milch_,en:buttermilk-powder,1
2027,en:milk,_Milch_,en:buttermilk,1
2028,en:milk,_Milch_,de:_Schafkäse_ Pecorino Romano g.U,1
2029,en:milk,_Lait_,en:parmesan,1
2030,en:milk,MILK,en:Pecorino Romano PDO Cheese,1
2031,en:milk,MELK,"nl:yoghurt 0,8% vet",1
2032,en:nut,fruits à coque,en:tree-nuts,1
2033,en:nut,fruits à coque,fr:farine de noix de cajou,1
2034,en:nut,frutos secos,en:almond,1
2035,en:potato-starch,fécule de pomme de terre,fr:jus de veau lié aromatisé déshydraté,1
2036,en:red-chili-pepper,piment rouge,en:harissa,1
2037,en:red-bell-pepper,rote Paprika,en:vegetable,1
2038,en:red-bell-pepper,poivrons rouges,en:red-bell-pepper,1
2039,en:red-bell-pepper,poivrons rouges,en:bell-pepper,1
2040,en:red-bell-pepper,poivron rouge,fr:préparation légumes,1
2041,en:rapeseed,colza,en:vegetable-oil,1
2042,en:puree,purée dés,en:tomato,1
2043,en:puree,purée,fr:en Italie Tomates,1
2044,en:puree,purée,en:tomato-sauce,1
2045,en:puree,Purée,fr:Preparation culinaire à base de tomates et viande bove ngredtients,1
2046,en:prune,PRUNES,en:prune,1
2047,en:preservative,conservateur,fr:arômes artificiels Acide sorbique,1
2048,en:preservative,conservateur,en:concentrated-lemon-juice,1
2049,en:potato-starch,Amidon de pomme de terre,fr:Ingrédients de la préparation déshydratée,1
2050,en:nutmeg,muscade,en:herbs-and-spices,1
2051,en:potato-powder,dont sulfites'},fr:soufflés goût salé,1
2052,en:potato-maltodextrin,maltodextrine de pomme de terre,fr:fumet-de-poisson-aromatise,1
2053,en:potato-flakes,flocons de pommes de terre,en:dehydrated-potato-flakes,1
2054,en:potato-flakes,Flocons de pomme de terre,fr:Ingrédients de la préparation déshydratée,1
2055,en:potato,pommes de terre,fr:également en nappage de vos légumes,1
2056,en:potato,pommes de terre,en:mashed-potato,1
2057,en:potato,pomme de terre,fr:flocons de terre,1
2058,en:pork-meat,viande de porc,fr:petit lard fumé et petit lard,1
2059,en:pork-meat,viande de porc,fr:pancetta fumée,1
2060,en:pork-meat,viande de porc,fr:mini knacks,1
2061,en:pork-meat,viande de porc,fr:croûtons goût bacon,1
2062,en:pork-meat,viande de porc,fr:chair à saucisse,1
2063,en:pork-meat,viande de porc,fr:boulettes à base d'une préparation de viande de porc et viande bovine assaisonnée cuite,1
2064,en:red-chili-pepper,piments rouges,en:chili-pepper,1
2065,en:red-curry-paste,pâtes de curry rouge,fr:Cette boîte contient,1
2066,en:rennet,présure,en:ferment,1
2067,en:ricotta,ricotta,en:filling,1
2068,en:sheeps-milk,LAIT DE BREBIS,fr:Huile de tournesol Roquette 30 % Basilic 8 % Fromage Pecorino Romano AOP,1
2069,en:sheep-and-goat-milk,_lait_ de brebis et de chèvre,fr:_feta_ AOP,1
2070,en:sesame,sésame,en:seed,1
2071,en:sepia-officinalis,SEPIA OFFICINALIS,en:cuttlefish,1
2072,en:semi-skimmed-milk,Lait demi écrémé,fr:sel et paivre Sauce,1
2073,en:scomber-scombrus,filets deMAQUEREAUX,fr:filets-de-maquereaux-cuits-au-court-bouillon,1
2074,en:scomber-scombrus,Scomber scombrus,en:mackarel-fillet,1
2075,en:scomber-scombrus,Scomber scombrus,en:mackarel,1
2076,en:sardina-pilchardus,Sardina pilchardus walbaum,en:sardine,1
2077,en:sardina-pilchardus,Sardina pilchardus,en:sardine-fillets,1
2078,en:salt,sel,fr:mélange aromatisant,1
2079,en:salt,sel,fr:marinade-tex-mex,1
2080,en:salt,sel,en:wheat,1
2081,en:salt,sel,en:vegetable-broth,1
2082,en:salt,sel,en:smoked-salt,1
2083,en:salt,sel,en:poultry-broth,1
2084,en:salt,sel,en:flavouring-preparation,1
2085,en:salt,sel,en:flavouring,1
2086,en:salt,sel,en:e250,1
2087,en:salt,sel,en:cream,1
2088,en:salt,sel,en:chives,1
2089,en:salt,sel,en:bread-crumbs,1
2090,en:salt,Salt,en:Ham Bouillon,1
2091,en:salad,salade,en:crudites,1
2092,en:saffron,safran,en:herb,1
2093,en:rosemary,romarin,en:herbs-and-spices,1
2094,en:rosemary,romarin,en:herb,1
2095,en:pork-meat,viande de porc,fr:boulette,1
2096,en:pork-meat,viande de porc,fr:Saucisse cuite,1
2097,en:pork-meat,viande de porc,fr:Produit frit à base de viandes de porc et bovine hachées,1
2098,en:pasteurised-cow-s-milk,_lait_ de vache pasteurisé,en:mozzarella,1
2099,en:parsley,persil,fr:herbes et plantes aromatiques,1
2100,en:palm-oil,olio di palma,en:margarine,1
2101,en:palm-fat,matière grasse de palme,fr:matières grasses en poudre,1
2102,en:palm,palme,en:non-hydrogenated-vegetable-fats,1
2103,en:palm,palma,en:vegetable-fat,1
2104,en:oregano,origan,en:herbes-de-provence,1
2105,en:oregano,dont origan,en:herbs-and-spices,1
2106,en:onion-powder,poudre d'oignon,en:spice,1
2107,en:onion,oignons,fr:puree-et-pulpe-de-tomates,1
2108,en:onion,oignons,fr:puree de mates légum5 IB,1
2109,en:onion,oignons,fr:oignons-rissoles,1
2110,en:onion,oignons,fr:ea gumes,1
2111,en:onion,oignons,en:onion,1
2112,en:onion,oignon,fr:plantes-aromatiques-deshydratees,1
2113,en:onion,oignon,fr:extrait-de-legumes,1
2114,en:onion,oignon,en:vegetable-concentrate,1
2115,en:onion,oignon,en:herb,1
2116,en:onion,cipolla,it:soffritto di cipolla,1
2117,en:onion,cebolla,en:vegetable,1
2118,en:onion,_ oignon,fr:Samoussas bœuf,1
2119,en:onion,Onion,en:fried-onion,1
2120,en:oncorhynchus-mykiss,oncorhynchus mykiss,en:trout,1
2121,en:oncorhynchus-gorbuscha,Oncorhynchus gorbuscha,fr:SAUMON rose du Pacifique sauvage,1
2122,en:oncorhynchus-gorbuscha,Oncorhynchus gorbuscha,en:pink-salmon,1
2123,en:olives,olives,en:olives,1
2124,en:olives,olives,en:green-olives,1
2125,en:olives,olive,fr:olives-vertes-denoyautees,1
2126,en:pasteurised-cow-s-milk,_lait_ de vache pasteurisé,en:maroilles,1
2127,en:pasteurised-cow-s-milk,_lait_ de vache pasteurisé,fr:_Yaourt_ grec,1
2128,en:pork-meat,viande de porc,en:raw-ham,1
2129,en:pea,Pois,en:anchovy,1
2130,en:pork-meat,viande de porc,en:breast,1
2131,en:pork-meat,Schweinefleisch,de:Hinterschinken,1
2132,en:pork-breast,poitrine de porc,en:smoked-cooked-lardoons,1
2133,en:pork-breast,poitrine de porc,en:lardon,1
2134,en:pork-breast,Poitrine de Porc,fr:Pancetta,1
2135,en:pork-belly,Schweinebauch,en:smoked-bacon,1
2136,en:pork,porc pour,en:smoke-flavouring,1
2137,en:pork,porc pour,en:pepper,1
2138,en:pork,Pork,en:smoked-bacon,1
2139,en:pink-salmon,_saumon_ rose du pacifique,en:salmon,1
2140,en:pink-salmon,_saumon_ rose du Pacifique,en:salmon,1
2141,en:pineapple,ananas,fr:ananas au sirop léger,1
2142,en:pineapple,Ananas,fr:ananas au sirop,1
2143,en:peruvian-scallop,Argopecten purpuratus,fr:A,1
2144,en:per 100 g of ketchup is excluded,per 100 g of ketchup is excluded,en:tomato,1
2145,en:per 100 g Tomato Ketchup,per 100 g Tomato Ketchup,en:tomato,1
2146,en:per 1 oog tomato ketchup,per 1 oog tomato ketchup,en:tomato,1
2147,en:per,per,en:tomato,1
2148,en:pepper-extract,extrait de poivre,en:colour,1
2149,en:pepper,poivre,en:spice,1
2150,en:peeled-tomatoes,tomates pelées,en:tomato,1
2151,en:pecorino-romano,pecorino romano,en:fromages italiens,1
2152,en:pecorino-romano,_Pecorino Romano_,en:grana-padano,1
2153,en:pecorino,fromage pecorino,en:cheese,1
2154,en:pecorino,dont Pecorino,en:cheese,1
2155,en:pecorino,_Pecorino_,de:hartkäse,1
2156,en:pea,pois,fr:préparation de légumes,1
2157,en:mackarel-fillet,filets de _maquereaux_,fr:filets-de-maquereaux-cuits-au-court-bouillon,1
2158,en:lysozyme-from-eggs,lysozyme d'ŒUF,en:grana-padano-pdo-cheese,1
2159,en:e300,acide ascorbique,en:flour-treatment-agent,1
2160,en:e415,gomme xanthane,fr:lisant,1
2161,en:e450,diphosphates,en:stabiliser,1
2162,en:e450,diphosphate tétrasodique,en:stabiliser,1
2163,en:e450,diphosphate,en:stabiliser,1
2164,en:e445,dont e445,en:flavouring,1
2165,en:e440a,pectines,en:thickener,1
2166,en:e440a,pectine,en:thickener,1
2167,en:e440a,pectina,en:thickener,1
2168,en:e420,e420,en:stabiliser,1
2169,en:e415'},e415,en:thickener,1
2170,en:e415,xanthane,en:thickener,1
2171,en:e415,gommes xanthane,en:thickener,1
2172,en:e415,gommes de xanthane,en:thickener,1
2173,en:e415,gomme xanthane,fr:é&aississant,1
2174,en:e415,gomme xanthane,fr:ciboulette épaississant,1
2175,en:e412,gomme guar,en:gelling-agent,1
2176,en:e415,gomme xanthane,fr:amidon modif paississant,1
2177,en:e415,gomme de xanthane e415,en:stabiliser,1
2178,en:e415,gomme de xanthane,fr:purea stabilisant,1
2179,en:e415,gomme de xanthane,en:stabiliser,1
2180,en:e415,gomme de xanthane,en:onion-extract,1
2181,en:e415,gomma di xanthan,en:thickener,1
2182,en:e415,goma xantana,en:thickener,1
2183,en:e415,e415,fr:épaississeur,1
2184,en:e415,e415,fr:poivre nox epaississant,1
2185,en:e415,e415,fr:SelEpaississant,1
2186,en:e415,e415,en:Su' 'e,1
2187,en:e415,Xanthan gum,fr:Thickener,1
2188,en:e415,Xanthan Gum,en:thickener,1
2189,en:e450i,diphosphate disodique,en:yeast-powder,1
2190,en:e450i,diphosphates de sodium,en:yeast-powder,1
2191,en:e452,e452,en:emulsifying-salts,1
2192,en:e452i,polifosfato de sodio,en:emulsifier,1
2193,en:egg,_ŒUF_'},fr:_FROMAGES_ italiens,1
2194,en:egg,_oeuf_'},fr:_fromages_ italiens,1
2195,en:egg,_oeuf_,en:flavouring,1
2196,en:egg,_Grana Padano_,fr:fromages italiens,1
2197,en:egg,OEUF,en:flavouring,1
2198,en:eau,eau,en:jus de tamarin,1
2199,en:e621,monosodium glutamate,en:flavour-enhancer,1
2200,en:e621,glutamato de monosodio,en:flavour-enhancer,1
2201,en:e621,glutamate de sodium,fr:exhausteurdegoût,1
2202,en:e621,e621,fr:tomate en poudre exhausteur de goût,1
2203,en:e579,gluconato ferroso,en:stabiliser,1
2204,en:e579,e579,en:stabiliser,1
2205,en:e579,e579,en:e579,1
2206,en:e575,e575,fr:suÇ d'acidité,1
2207,en:e575,e575,en:acidity-regulator,1
2208,en:e575,e575,en:acid,1
2209,en:e509,e509,en:firming-agent,1
2210,en:e509,chlorure de calcium,en:stabiliser,1
2211,en:e500,e500,en:raising-agent,1
2212,en:e481,stéaroyl-2-lactylate de sodium,en:emulsifier,1
2213,en:e472e,esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras,en:emulsifier,1
2214,en:e472e,esters monoacétyltartrique et diacétyltartrique des mono- et diglycérides d'acides gras,en:emulsifier,1
2215,en:e472d,e472d,en:emulsifier,1
2216,en:e471,mono- et diglycérides d'acides gras,fr:émulsiﬁant,1
2217,en:e466,e466,en:thickener,1
2218,en:e460,cellulose,fr:paississants,1
2219,en:e460,cellulose,en:thickener,1
2220,en:e412,gomme guar,fr:arôm% épaississants,1
2221,en:e412,gomme de guar,fr:épaississanb,1
2222,en:lysozyme-from-eggs,lysozyme d'_œuf_,fr:_fromage_ Grana Padano PDO,1
2223,en:e327,lactate de calcium,fr:correcteur dl acidité,1
2224,en:e330,acide citrique,fr:corr èteur dacidité,1
2225,en:e330,acide citrique,fr:corecteur d'acidité,1
2226,en:e330,acide citrique,fr:cidifiant,1
2227,en:e330,acide citrique,fr:arômes-correcteur d'acidité,1
2228,en:e330,acide citrique,fr:ailè acidifiant,1
2229,en:e330,acide citrique,fr:acide alimentaire,1
2230,en:e330,acide Citrique,en:acid,1
2231,en:e330,Zitronensäure,en:acidity-regulator,1
2232,en:e330,Citric Acid,en:acidity-regulator,1
2233,en:e330,Acide citrique,fr:orrecteur d'acidité,1
2234,en:e330,Acide citrique,en:acidity-regulator,1
2235,en:e330,Acide citrique,en:acid,1
2236,en:e330,ACIDO CITRICO,en:acidity-regulator,1
2237,en:e325,lactate de sodium,en:acid,1
2238,en:e412,farine de guar,en:thickener,1
2239,en:e325,e325,fr:épices anfoxydant,1
2240,en:e325,e325,fr:spices antioxidant,1
2241,en:e322,lécithines,en:emulsifier,1
2242,en:e316,erythorbate de sodium,en:antioxidant,1
2243,en:e316,e316,en:antioxidant,1
2244,en:e302,e302,en:preservative,1
2245,en:e301,ascorbato di sodio,en:antioxidant,1
2246,en:e301,ascorbate de sodium,en:preservative,1
2247,en:e300'},agent de traitement de la farine,en:malted-wheat-flour,1
2248,en:e300,ácido ascórbico,en:antioxidant,1
2249,en:e300,È300,en:antioxidant,1
2250,en:e300,e300,fr:anìoxydant,1
2251,en:e300,acide ascorbique,fr:acide antioxydant,1
2252,en:e330,acide citrique,fr:correcteur dacidité,1
2253,en:e330,acide citrique,fr:olives vertes acidifiant,1
