,id_ingredient,text,O_EAN13
710,en:chopped-tomatoes,Tomatenfruchtfleisch,6
711,fr:tomates semi-déshydratées,tomates semi-déshydratées,6
712,en:champignon,champignon de Paris,6
713,en:parmesan,_parmesan_,6
714,en:chickpea,pois chiche,6
715,en:pork,Porc,6
716,fr:gelée de volaille,gelée de volaille,5
717,en:wheat-gluten,gluten de blé,5
718,fr:puree-de-tomates-triple-concentree,triple concentré de tomates,5
719,en:fresh-cream,CRÈME fraîche,5
720,en:palm-fat,graisse végétale de palme,5
721,en:wheat-gluten,_gluten de blé_,5
722,fr:partiellement réhydratées,partiellement réhydratées,5
723,en:spice,Spice,5
724,en:whey-powder,poudre de lactosérum,5
725,en:basil-extract,extrait de basilic,5
726,en:e120,carmin de cochenille,5
727,en:e1105,lysozyme,5
728,en:rhum,rhum,5
729,en:basil,basil,5
730,en:fried-onion,oignon frit,5
731,en:vitamins,vitamines,5
732,en:e150d,e150d,5
733,en:modified-starch,amidons transformés,5
734,en:flavouring,aromi,5
735,en:flavouring,arome,5
736,en:belgian-endive,chicorée,5
737,en:extra-virgin-olive-oil,aceite de oliva virgen extra,5
738,en:e224,_disulfite_ de potassium,5
739,en:concentrated-lemon-juice,Zitronensaftkonzentrat,5
740,en:e223,_disulfite_ de sodium,5
741,en:extra-virgin-olive-oil,huile d'olive* vierge extra,5
742,en:extra-virgin-olive-oil,huile extra-vierge d'olive,5
743,en:soya-bean,GRAINES DE SOJA,5
744,en:beef-flavouring,arôme de bœuf,5
745,en:pork-breast,poitrine de porc,5
746,en:yogurt,yaourt,5
747,en:ferment,ferments,5
748,en:concentrated-tomato-puree,Purée de tomates concentrée,5
749,en:fish,poissons,5
750,en:concentrated-tomato-puree,purée de tomates concentrée,5
751,fr:tomates-pelees-concassees-au-jus,tomates pelées concassées au jus,5
752,en:katsuwonus-pelamis,Katsuwonus pelamis,5
753,en:melted-cheese,fromage fondu,5
754,en:vinegar,Vinaigre,5
755,en:barley-malt-extract,extrait de malt d'ORGE,5
756,en:herb-extract,herb extracts,5
757,en:herbes-de-provence,herbes de provence,5
758,en:red-port,Porto rouge,5
759,en:tofu,tofu,5
760,fr:porto blanc,porto blanc,5
761,en:atlantic-salmon,Salmo salar,5
762,en:cherry-tomato,tomates cerises,5
763,en:anti-caking-agent,antiagglomérant,5
764,en:crushed-tomato,Concentré de tomates,5
765,en:cumin-seeds,graine de cumin,5
766,en:antioxidant,antiossidante,5
767,en:sunflower-oil,huiles de tournesol,5
768,en:antioxidant,antioxidant,5
769,en:sunflower-oil,olio di semi di girasole,5
770,fr:sirop-de-candi,sirop de sucre candi,5
771,en:potato-maltodextrin,maltodextrine de pomme de terre,5
772,en:sunflower-seed,graines de tournesol,5
773,en:crustacean,crustacé,5
774,en:pepper,Poivre,5
775,en:pepper,Pfeffer,5
776,en:red-and-yellow-bell-peppers,poivrons rouges et jaunes,5
777,en:tomato-cubes,dés de tomate,5
778,en:concentrated-grape-must,moût de raisin concentré,5
779,en:cream,crème de _lait_,5
780,en:vinegar,VINAIGRE,5
781,en:sucre,sucre,5
782,en:barley,_orge_,5
783,en:acidity-regulator,correttore di acidità,5
784,en:mace,macis,5
785,en:lysozyme-from-eggs,lysozyme d'_œuf_,5
786,en:cassia,cannelle de Chine,5
787,en:grana-padano,Grana Padano,5
788,en:cracked-black-pepper,poivre noir concassé,5
789,en:lovage,livèche,5
790,en:tuna,_thon_,5
791,en:grana-padano-pdo-cheese,Fromage Grana Padano AOP,5
792,en:grana-padano-pdo-cheese,fromage grana padano aop,5
793,en:deodorized-sunflower-oil,huile de tournesol désodorisée,5
794,en:grilled-aubergines,Aubergines grillées,5
795,en:lemon-rind,écorce de citron,5
796,fr:huile-de-colza-non-hydrogenee,huile de colza non hydrogénée,5
797,en:tomato-powder,tomate en poudre,5
798,en:almond,_amandes_,5
799,fr:epices-moulues,épices moulues,5
800,en:apple,pomme,5
801,en:bell-pepper,Paprika,5
802,en:edam,fromage Edam,5
803,en:colza-oil,huile végétale de colza,5
804,en:e452,polyphosphates,5
805,en:natural-paprika-flavor,arôme naturel de paprika,5
806,fr:composée d'huiles d'olive raffinées et d'huiles d'olive vierges,composée d'huiles d'olive raffinées et d'huiles d'olive vierges,5
807,fr:carottes-en-morceaux,carottes en morceaux,5
808,en:e461,méthylcellulose,5
809,en:semi-skimmed-milk,_lait_ demi-écrémé,5
810,fr:arôme naturel de cumin,arôme naturel de cumin,5
811,en:caramelised-sugar-syrup,sirop de sucre caramélisé,5
812,en:egg,OEUF,5
813,en:shrimp,crevette,5
814,en:poultry-fat,graisse de volaille,5
815,en:shiitake,champignons noirs,5
816,en:sea-salt,sea salt,5
817,en:eau,eau,5
818,fr:oignons-en-morceaux,oignons* en morceaux,5
819,en:bone,o,5
820,fr:sale,sale,5
821,en:cognac,Cognac,5
822,en:celery,celery,5
823,en:sesame-paste,pâte de _sésame_,5
824,en:sesame-paste,pâte de sésame,5
825,fr:basilic de Provence,basilic de Provence,5
826,fr:aubergines-frites,aubergines frites,5
827,en:coconut-oil,huile de coco,5
828,en:potato,de pomme de terre,5
829,en:colza-oil,huiles de colza,5
830,en:celery,celeri,5
831,fr:amidon-modifie-de-mais-cireux,amidon modifié de maïs cireux,5
832,de:zwiebeln-gegrillt,oignon grillé,5
833,fr:oeufs-de-cabillaud-fumes,œufs de cabillaud fumés,5
834,en:egg-white,blanc d'œuf,5
835,en:e415,xanthane,5
836,en:citrus-fibre,fibre d'agrumes,5
837,en:e412,guar,5
838,en:oregano,Origan,5
839,en:onion-powder,poudre d'oignons,5
840,en:chopped-tomatoes,tomate concassée,5
841,fr:ail poudre,ail poudre,5
842,en:natural-oregano-flavouring,arôme naturel d'origan,5
843,en:e270,Milchsäure,5
844,en:e262,e262,5
845,fr:arôme naturel de vin,arôme naturel de vin,4
846,en:cashew-nuts,NOIX DE CAJOU,4
847,en:e412,gommes de guar,4
848,fr:arôme naturel de piment de Cayenne,arôme naturel de piment de Cayenne,4
849,en:grana-padano,fromage Grana Padano,4
850,en:grana-padano,_Grana Padano_,4
851,en:e334,acide tartrique,4
852,en:e402,alginate de potassium,4
853,en:alaska-pollock,Theragra chalcogramma,4
854,en:grana-padano-pdo-cheese,Grana Padano AOP,4
855,en:unrefined-cane-sugar,sucre de canne brut,4
856,en:ail,ail,4
857,en:glucose-syrup,Sirop de glucose,4
858,en:glucose-syrup,Glukosesirup,4
859,en:e575,e575,4
860,fr:_fromage_ Parmigiano Reggiano,_fromage_ Parmigiano Reggiano,4
861,en:dried-basil,basilic déshydraté,4
862,en:glucose,Glucose,4
863,en:vegetable-concentrate,concentré de légumes,4
864,fr:Provence,Provence,4
865,en:red-bell-pepper,poivrons rouge,4
866,fr:salades mélangées verte et rouge,salades mélangées verte et rouge,4
867,en:double-concentrated-tomato,Tomatenmark zweifach konzentriert,4
868,fr:arome-naturel-de-moutarde,arôme naturel de MOUTARDE,4
869,en:e452,e452,4
870,en:cherry-tomato,tomate cerise,4
871,en:curry-powder,poudre de curry,4
872,fr:Quenelles,Quenelles,4
873,en:cherry-tomato,tomates cerise,4
874,en:e460,cellulose,4
875,fr:Pâtes fraîches mises en oeuvre,Pâtes fraîches mises en oeuvre,4
876,en:celery,dont céleri,4
877,en:tomato-cubes,tomates en dés,4
878,en:almond,amandes,4
879,fr:amidons-modifies-de-mais-et-de-pomme-de-terre,amidon modifié de maïs et de pomme de terre,4
880,en:dried-lemon-juice,jus de citron en poudre,4
881,en:e428,gélatine,4
882,fr:arome-naturel-de-muscade,arôme naturel de muscade,4
883,en:tomato-pulp,Polpa di pomodoro,4
884,en:e440a,pectine,4
885,en:thyme,Thymian,4
886,fr:salade-composee,Salade composée,4
887,fr:arôme naturel de curry,arôme naturel de curry,4
888,en:pesto,pesto,4
889,en:grated-coconut,noix de coco râpée,4
890,en:celery,sedano,4
891,en:grape,raisins,4
892,en:e410,gomme de caroube,4
893,en:guar-flour,farine de graines de guar,4
894,en:acidity-regulator,Acidity Regulator,4
895,en:gelling-agent,gélifiants,4
896,fr:coulis-de-tomates,concentrato di pomodoro,4
897,en:whole-milk,LAIT entier,4
898,en:flavouring,Aromen,4
899,en:e160a,e160a,4
900,en:e300,acido ascorbico,4
901,en:whole-milk-powder,poudre de LAIT entier,4
902,fr:France,France,4
903,en:wine-vinegar,Vinaigre de vin,4
904,fr:Foie gras de canard halal,Foie gras de canard halal,4
905,en:filling,Nappage,4
906,en:filling,Farce,4
907,en:egg-white,blanc d'OEUF,4
908,en:egg-white,blanc d'_oeuf_,4
909,en:e270,ácido láctico,4
910,fr:mout-de-raisin-cuit,moût de raisin cuit,4
911,es:tinta de sepia,tinta de sepia,4
912,en:whiskey,whisky,4
913,"fr:""","""",4
914,fr:1,1,4
915,fr:coulis-de-tomates,passata di pomodoro,4
916,en:e220,_anhydride sulfureux_,4
917,en:e222,SULFITE acide de sodium,4
918,en:e222,sulfite acide de sodium,4
919,fr:Conservation,Conservation,4
920,fr:extrait-de-vin-blanc-distille,extrait de vin blanc distillé,4
921,fr:Conformément à la réglementation,Conformément à la réglementation,4
922,en:extra-virgin-olive-oil,extra virgin olive oil,4
923,fr:e,e,4
924,en:e250,sel nitrité,4
925,fr:esters citriques de mono- et diglycérides d'acides gras,esters citriques de mono- et diglycérides d'acides gras,4
926,en:emulsifying-salts,sels de fonte,4
927,fr:contient,contient,4
928,en:flax,lin,4
929,en:rapeseed-oil,Rapeseed Oil,4
930,fr:puree-de-tomate-mi-reduite,purée de tomates mi-concentrée,4
931,it:triplo concentrato di pomodoro,triplo concentrato di pomodoro,4
932,en:dried-tomatoes,Tomates séchées,4
933,fr:graisse-de-porc,graisse de porc,4
934,en:acidity-regulator,Säureregulator,4
935,en:vinegar,vinagre,4
936,fr:en poudre,en poudre,4
937,en:duck-meat,Viande de canard,4
938,en:e325,e325,4
939,en:water,Agua,4
940,en:raising-agent,poudre à lever,4
941,en:pineapple-juice,jus d'ananas,4
942,en:wheat,BLÉ,4
943,en:wheat,de _blé_,4
944,en:wheat-dextrose,dextrose de blé,4
945,en:e322,lécithines,4
946,fr:garlic,garlic,4
947,fr:puree-de-tomate-mi-reduite,purée de tomates mi-réduites,4
948,en:e960,steviol glycosides,4
949,fr:basilic total,basilic total,4
950,en:wheat-flour,Farine de _blé_,4
951,en:wheat-gluten,_gluten_ de _blé_,4
952,fr:puree-de-tomates-reconstituee,purée de tomate à base de concentré,4
953,en:e1404,amidon transformé de pommes de terre,4
954,en:wheat-starch,amidon de _blé_,4
955,fr:carcasses de volailles,carcasses de volailles,4
956,en:whey,lactoserum,4
957,en:egg,_oeufs_,4
958,en:free-range-chicken-egg-yolk,jaune d'OEUF de poules élevées en plein air,4
959,fr:cardamome verte,cardamome verte,4
960,en:e150a,e150a,4
961,fr:fromage-rape,fromage râpé,4
962,en:tomato-powder,tomate déshydratée,4
963,en:cooked-chickpeas,Pois chiche cuit,4
964,en:red-wine-from-france,vin rouge de Bourgogne,4
965,en:basmati-rice,riz basmati,4
966,en:spice,aromate,4
967,en:bay-leaf,feuilles de laurier,4
968,en:modified-corn-starch,Amidon de maïs modifié,4
969,en:cooking-broth,Bouillon de cuisson,4
970,en:modified-corn-starch,amidon de maïs transformé,4
971,en:rice-starch,Reisstärke,4
972,en:special-bread,Pain spécial,4
973,en:soya-oil,huile de _soja_,4
974,en:soya-oil,Huile de soja,4
975,en:modified-cornflour,modified cornflour,4
976,en:modified-rice-starch,amidon modifié de riz,4
977,en:soya-bean,graines de _soja_,4
978,en:soya-bean,graines de SOJA,4
979,en:mollusc,mollusque,4
980,en:milk-proteins,protéine de lait,4
981,en:spice,spezie,4
982,en:corn,Maïs,4
983,en:malt-vinegar,vinaigre de malt,4
984,en:lime,citron vert,4
985,en:lysozyme-from-eggs,contient du lysozyme d'_oeuf_,4
986,en:cow-s-milk,lait de vache,4
987,en:lysozyme-from-eggs,lysozyme d'oeuf,4
988,en:rehydrated-garlic,ail réhydraté,4
989,fr:piment kashmiri,piment kashmiri,4
990,en:cornmeal,semoule de maïs,4
991,en:milk-proteins,lactoprotéines,4
992,en:carrot,carote,4
993,en:pea-protein,protéines de pois,4
994,en:stabiliser,estabilizante,4
995,en:pea,pois,4
996,fr:water,water,4
997,en:spirit-vinegar,Branntweinessig,4
998,en:chili-pepper,chili,4
999,en:soya-bean,fèves de soja,4
1000,en:soya-bean,fèves de _soja_,4
1001,en:sel,sel,4
1002,en:sesame,sésame,4
1003,en:semi-skimmed-milk,lait demi-écrémé,4
1004,en:sage-extract,extrait de sauge,4
1005,fr:vin-blanc-reduit,vin blanc réduit,4
1006,fr:tomates fraîches dans 100g de ketchup,tomates fraîches dans 100g de ketchup,4
1007,fr:oignon poudre,oignon poudre,4
1008,en:seed,graines,4
1009,en:bread-crumbs,panure,4
1010,en:brown-flax-seeds,lin brun,4
1011,fr:lait-en-poudre-demi-ecreme,poudre de _lait_ demi-écrémé,4
1012,en:salt-from-camargue,sel de Camargue,4
1013,en:cider-vinegar,vinaigre de pomme,4
1014,en:oregano,Oregano,4
1015,fr:viande-de-boeuf-mise-en-oeuvre,Viande bovine mise en oeuvre,4
1016,fr:oeufs-de-cabillaud-fumes,oeufs de cabillaud fumés,4
1017,en:olive-oil,aceite de oliva,4
1018,en:soy-sauce,sauce de soja,4
1019,en:natural-sage-flavouring,arôme naturel de sauge,4
1020,en:mustard-seed,graine de MOUTARDE,4
1021,en:natural-basil-flavouring,arôme naturel basilic,4
1022,en:natural-flavouring,natürliche Aromen,4
1023,en:smoke-flavouring,dont arôme de fumée,4
1024,en:skipjack-tuna,thon listao,4
1025,en:skimmed-milk-powder,poudre de LAIT écrémé,4
1026,en:black-pepper,pepe nero,4
1027,en:saffron,safran,4
1028,en:single-cream,crème liquide,4
1029,en:rye-flour,farine de _seigle_,4
1030,en:chili-puree,purée de piments,4
1031,en:shrimp,_crevettes_,4
1032,en:bone,os,4
1033,en:oil,huiles,4
1034,en:light-cream,_crème_ légère,4
1035,en:potato-powder,pomme de terre déshydratée,4
1036,en:sunflower-oil,huile végétale de tournesol,4
1037,en:tamarind-extract,extrait de tamarin,4
1038,en:sunflower-oil,huile de graines de tournesol,4
1039,en:sulfite,dont sulfites,4
1040,en:lettuce,laitue,4
1041,en:lactose-and-milk-proteins,lactose et protéines de lait,4
1042,fr:maigre-et-gras-de-porc,Maigre et gras de porc,4
1043,en:cream,crème de lait,4
1044,en:sunflower-oil,olio di girasole,4
1045,en:cream,_Crème_,4
1046,en:crushed-tomato,Purées de tomates,4
1047,en:sunflower-oil,sunflower oil,4
1048,en:sweetener,sweetener,4
1049,en:lemon-oil,huile de citron,4
1050,en:ketchup,ketchup,4
1051,en:lemon,citron jaune,3
1052,fr:crevettes-decortiquees,crevettes décortiquées,3
1053,en:smoked-lardoons,lardons fumés,3
1054,en:natural-flavouring,arômes naturel,3
1055,en:smoked-atlantic-salmon,saumon Atlantique fumé,3
1056,fr:coulis-de-tomates,Coulis de tomates,3
1057,en:egg-yolk,Eigelb,3
1058,fr:farine de _noix de cajou_,farine de _noix de cajou_,3
1059,en:lemon,Citron,3
1060,en:powdered-egg-white,blanc d'_œuf_ en poudre,3
1061,en:herbs-and-spices,extrait d'épices et d'herbes,3
1062,fr:fibre de maïs,fibre de maïs,3
1063,en:port,porto,3
1064,fr:Foie gras d'oie,Foie gras d'oie,3
1065,en:smoke-flavouring,arôme fumé,3
1066,en:slippery-jack,bolets jaunes,3
1067,fr:pois-chiches-rehydrates,Pois chiches réhydratés,3
1068,en:poultry-liver,foie de volaille,3
1069,en:rose-petals,pétale de rose,3
1070,en:natural-paprika-extract,extrait naturel de paprika,3
1071,en:sunflower-lecithin,lécithine de tournesol,3
1072,en:mustard,dont _moutarde_,3
1073,fr:Gelée de couverture,Gelée de couverture,3
1074,en:skimmed-milk-powder,LAIT écrémé en poudre,3
1075,fr:cognac fine Champagne à usage professionnel,cognac fine Champagne à usage professionnel,3
1076,fr:citrique,citrique,3
1077,en:sunflower-oil,Olio di semi di girasole,3
1078,en:pecorino-romano,pecorino romano,3
1079,en:smoked-salmon,_saumon_ fumé,3
1080,fr:cu,cu,3
1081,en:rocket,roquette,3
1082,en:natural-flavouring,arome naturel,3
1083,fr:onions,onions,3
1084,fr:extrait-d-ail,extraits d'ail,3
1085,en:soy-sauce,SAUCE SOJA,3
1086,en:soy-protein,protéines de soja,3
1087,fr:Allergènes,Allergènes,3
1088,en:en poudre,en poudre,3
1089,en:soy-protein,protéines de _soja_,3
1090,fr:huile essentielle de basilic,huile essentielle de basilic,3
1091,en:soft-white-cheese,FROMAGE frais,3
1092,en:pre-fried-onions,oignons préfrits,3
1093,en:sodium-citrate,citrate de sodium,3
1094,en:natural-extract,extraits naturels,3
1095,fr:dés,dés,3
1096,en:mustard-powder,_moutarde_ en poudre,3
1097,en:sodium-caseinate,caséinates de sodium,3
1098,fr:CELERI feuilles,CELERI feuilles,3
1099,en:powdered-egg-white,blanc d'œuf en poudre,3
1100,"fr:dont ail 0,06 % et CELERI-feuille",dont ail 0.06% et CELERI-feuille,3
1101,en:soy-sauce,Sauce soja,3
1102,en:egg-yolk-powder,jaune d'OEUF en poudre,3
1103,fr:racines de coriandre,racines de coriandre,3
1104,en:soy-sauce,sauce de _soja_,3
1105,fr:83440 Montauroux,83440 Montauroux,3
1106,en:natural-flavouring,Arôme naturel,3
1107,fr:farce aux légumes,farce aux légumes,3
1108,en:parmesan,fromage Parmigiano Reggiano AOP,3
1109,fr:cumin noir,cumin noir,3
1110,en:herbs-and-spices,plantes aromatiques et épices,3
1111,en:red-and-yellow-bell-peppers,Poivron rouge et jaune,3
1112,fr:porto blanc et rouge,porto blanc et rouge,3
1113,en:huile d'olive vierge extra,huile d'olive vierge extra,3
1114,fr:Purée de tomate mi-réduite à base de concentré et pulpe de tomate avec morceaux,Purée de tomate mi-réduite à base de concentré et pulpe de tomate avec morceaux,3
1115,en:lactose,dont lactose,3
1116,fr:arome-naturel-de-celeri,arômes naturels de CELERI,3
1117,en:sel de cuisine,sel de cuisine,3
1118,en:onion,d'oignons,3
1119,fr:aroma,aroma,3
1120,en:pepper,pepe,3
1121,en:thickener,dont épaississant,3
1122,fr:huile de noix de cajou,huile de noix de cajou,3
1123,en:onion,onion,3
1124,en:scomber-scombrus,Scomber scombrus,3
1125,fr:anchois-sales,anchois salés,3
1126,fr:anchois-sales,_anchois_ salés,3
1127,en:sauce,_sauce_,3
1128,en:sardine,Sardines,3
1129,en:sardina-pilchardus,Sardina pilchardus,3
1130,en:penne,penne,3
1131,en:salt,zout,3
1132,en:orange-juice,jus d'orange,3
1133,fr:Service consommateur,Service consommateur,3
1134,fr:réduite,réduite,3
1135,fr:aiguillettes-de-poulet,aiguillettes de poulet,3
1136,fr:agent-cremeux,agent crémeux,3
1137,en:jalapeno-peppers,piment Jalapeno,3
1138,fr:oeufs-de-cabillaud-fumes-et-sales,oeufs de cabillaud fumés et salés,3
1139,fr:a,a,3
1140,fr:_fromages_ durs râpés,_fromages_ durs râpés,3
1141,en:salt,Sale,3
1142,en:e415,goma xantana,3
1143,en:poultry-extract,extrait de volaille,3
1144,en:palm-oil,Palmöl,3
1145,en:peeled-tomatoes,tomates pelées,3
1146,en:onion,OIGNON,3
1147,fr:Olives noires à la grecque,Olives noires à la grecque,3
1148,en:non-hydrogenated-vegetable-oil-and-fat,huiles et graisses végétales non hydrogénées,3
1149,en:soya,SOJA,3
1150,en:shiitake,champignon noir,3
1151,en:sheeps-milk,LAIT de brebis,3
1152,en:sheep-s-milk-cheese,fromage de brebis,3
1153,en:thyme-extract,extrait de thym,3
1154,en:oignon,oignon,3
1155,fr:basilic italien,basilic italien,3
1156,fr:oeufs-de-cabillaud,œufs de _cabillaud_,3
1157,en:e631,e631,3
1158,en:e627,e627,3
1159,fr:Piment rouge piquant,Piment rouge piquant,3
1160,fr:avec extraits d'oignons et d'ail frit,avec extraits d'oignons et d'ail frit,3
1161,en:e621,glutamate,3
1162,en:lactose-and-milk-proteins,protéines de LAIT et LACTOSE,3
1163,en:olive-oil,Huile d'olive,3
1164,fr:aubergine-prefrite,aubergines préfrites,3
1165,en:e579,gluconate de fer,3
1166,en:e579,e579,3
1167,fr:oignons carottes,oignons carottes,3
1168,en:thunnus-albacares,Thunnus albacares,3
1169,en:paprika-paste,pâte de poivron,3
1170,en:olive-oil,olio d'oliva,3
1171,en:high-fructose-corn-syrup,sirop de glucose-fructose de maïs,3
1172,fr:Pulpe de tomate avec morceaux et purée de tomate mi-réduite à base de concentré,Pulpe de tomate avec morceaux et purée de tomate mi-réduite à base de concentré,3
1173,en:high-oleic-sunflower-oil,huile de tournesol oléique,3
1174,en:lactose-and-milk-proteins,_lactose_ et protéines de _lait_,3
1175,en:sage,sauge,3
1176,en:prepared-sauce,SAUCE CUISINÉE,3
